id,language,set,key,text,created,updated,delete
12341,portuguese,agents_emails,"agent_app email content new_sales_agent_application_admin","Um usuário se registrou para se tornar um agente de vendas. Por favor, revise a aplicação e entre em contato com o candidato se você tiver uma vaga de emprego apropriada.","2025-01-20 12:14:47","2025-01-20 12:14:47",NULL
12342,portuguese,agents_emails,"agent_app email content new_sales_agent_application_customer","Você se registrou com sucesso para se tornar um agente de vendas da History & Heraldry. Um administrador analisará sua solicitação e entrará em contato com você se tivermos uma vaga de emprego apropriada.","2025-01-20 12:14:47","2025-01-20 12:14:47",NULL
12343,portuguese,agents_emails,"agent_app email content sales_agent_termination_admin","Um agente de vendas solicitou que sua conta e emprego fossem encerrados. Por favor, revise a solicitação e entre em contato com o agente se precisarmos de qualquer informação adicional.","2025-01-20 12:14:47","2025-01-20 12:14:47",NULL
12344,portuguese,agents_emails,"agent_app email content sales_agent_termination_customer","O término do seu agente de vendas foi recebido e sua conta online foi suspensa. Um administrador analisará sua solicitação e entrará em contato com você se precisarmos de informações adicionais.","2025-01-20 12:14:47","2025-01-20 12:14:47",NULL
12345,portuguese,agents_emails,"agent_app email content telephone","Número de telefone","2025-01-20 12:14:47","2025-01-20 12:14:47",NULL
12346,portuguese,agents_emails,"agent_app email country",País,"2025-01-20 12:14:47","2025-01-20 12:14:47",NULL
12347,portuguese,agents_emails,"agent_app email county",Condado,"2025-01-20 12:14:47","2025-01-20 12:14:47",NULL
12348,portuguese,agents_emails,"agent_app email customer_details","Detalhes do cliente","2025-01-20 12:14:47","2025-01-20 12:14:47",NULL
12349,portuguese,agents_emails,"agent_app email customer_name","Nome do cliente","2025-01-20 12:14:47","2025-01-20 12:14:47",NULL
12350,portuguese,agents_emails,"agent_app email customer_services_contact","Envie um e-mail para sales@historyheraldry.com ou ligue para 01709 730700 se tiver alguma dúvida ou quiser fazer alguma alteração em sua inscrição.","2025-01-20 12:14:47","2025-01-20 12:14:47",NULL
12351,portuguese,agents_emails,"agent_app email customer_type","Tipo de cliente","2025-01-20 12:14:47","2025-01-20 12:14:47",NULL
12352,portuguese,agents_emails,"agent_app email date",Data,"2025-01-20 12:14:47","2025-01-20 12:14:47",NULL
12353,portuguese,agents_emails,"agent_app email date_registered","Data de registro","2025-01-20 12:14:47","2025-01-20 12:14:47",NULL
12354,portuguese,agents_emails,"agent_app email deal_removed","Acordo a ser removido","2025-01-20 12:14:47","2025-01-20 12:14:47",NULL
12355,portuguese,agents_emails,"agent_app email dear",Caros,"2025-01-20 12:14:47","2025-01-20 12:14:47",NULL
12356,portuguese,agents_emails,"agent_app email description",Descrição,"2025-01-20 12:14:47","2025-01-20 12:14:47",NULL
12357,portuguese,agents_emails,"agent_app email discount",Desconto,"2025-01-20 12:14:48","2025-01-20 12:14:48",NULL
12358,portuguese,agents_emails,"agent_app email discount_AVH","Ajuda para comprar para a exibição","2025-01-20 12:14:48","2025-01-20 12:14:48",NULL
12359,portuguese,agents_emails,"agent_app email discount_external","Concorrente 50/50","2025-01-20 12:14:48","2025-01-20 12:14:48",NULL
12360,portuguese,agents_emails,"agent_app email discount_goodwill","Boa vontade","2025-01-20 12:14:48","2025-01-20 12:14:48",NULL
12361,portuguese,agents_emails,"agent_app email discount_internal",50/50,"2025-01-20 12:14:48","2025-01-20 12:14:48",NULL
12362,portuguese,agents_emails,"agent_app email discount_reason","Motivo do desconto","2025-01-20 12:14:48","2025-01-20 12:14:48",NULL
12363,portuguese,agents_emails,"agent_app email discount_UVH","Liquidação para","2025-01-20 12:14:48","2025-01-20 12:14:48",NULL
12364,portuguese,agents_emails,"agent_app email dob","Data de nascimento","2025-01-20 12:14:48","2025-01-20 12:14:48",NULL
12365,portuguese,agents_emails,"agent_app email email",E-mail,"2025-01-20 12:14:48","2025-01-20 12:14:48",NULL
12366,portuguese,agents_emails,"agent_app email email_address","Endereço de email","2025-01-20 12:14:48","2025-01-20 12:14:48",NULL
12367,portuguese,agents_emails,"agent_app email email_manager","E-mail do gerente","2025-01-20 12:14:48","2025-01-20 12:14:48",NULL
12368,portuguese,agents_emails,"agent_app email email_new_agent_order_agent","Você fez um novo pedido para %3$s, %4$s (%5$s). Detalhes do pedido abaixo;","2025-01-20 12:14:48","2025-01-20 12:14:48",NULL
12369,portuguese,agents_emails,"agent_app email email_new_agent_order_buddy","Um novo pedido foi feito por %1$s (%2$s), para %3$s, %4$s (%5$s). Detalhes do pedido abaixo;","2025-01-20 12:14:48","2025-01-20 12:14:48",NULL
12370,portuguese,agents_emails,"agent_app email email_new_agent_order_customer","Um novo pedido foi feito para você por %1$s (%2$s). Detalhes do pedido abaixo;","2025-01-20 12:14:48","2025-01-20 12:14:48",NULL
12371,portuguese,agents_emails,"agent_app email email_new_brochure_order","Obrigado por sua recente solicitação de uma cópia de nossos folhetos","2025-01-20 12:14:48","2025-01-20 12:14:48",NULL
12372,portuguese,agents_emails,"agent_app email email_new_brochure_order_customer","Brochuras solicitadas por %1$s (%2$s)","2025-01-20 12:14:49","2025-01-20 12:14:49",NULL
12373,portuguese,agents_emails,"agent_app email email_new_enquiry","Obrigado por sua consulta recente. Detalhes de sua consulta podem ser encontrados abaixo;","2025-01-20 12:14:49","2025-01-20 12:14:49",NULL
12374,portuguese,agents_emails,"agent_app email email_order","E-mail do pedido","2025-01-20 12:14:49","2025-01-20 12:14:49",NULL
12375,portuguese,agents_emails,"agent_app email email_payable","E-mail Pagável","2025-01-20 12:14:49","2025-01-20 12:14:49",NULL
12376,portuguese,agents_emails,"agent_app email enquiry taken_by","Tirado por","2025-01-20 12:14:49","2025-01-20 12:14:49",NULL
12377,portuguese,agents_emails,"agent_app email established",Estabelecido,"2025-01-20 12:14:49","2025-01-20 12:14:49",NULL
12378,portuguese,agents_emails,"agent_app email fulfilment_date","Data de cumprimento esperada","2025-01-20 12:14:49","2025-01-20 12:14:49",NULL
12379,portuguese,agents_emails,"agent_app email full_name","Nome completo","2025-01-20 12:14:49","2025-01-20 12:14:49",NULL
12380,portuguese,agents_emails,"agent_app email further_contact","Depois que as verificações forem realizadas, entraremos em contato com você novamente para confirmar sua conta, juntamente com seu limite de crédito acordado. Normalmente entraremos em contato com você dentro de 48 horas após sua solicitação.","2025-01-20 12:14:49","2025-01-20 12:14:49",NULL
12381,portuguese,agents_emails,"agent_app email hallmark_membership","Número de membro da Hallmark Gold Crown","2025-01-20 12:14:49","2025-01-20 12:14:49",NULL
12382,portuguese,agents_emails,"agent_app email invoice_details","Detalhes da fatura","2025-01-20 12:14:49","2025-01-20 12:14:49",NULL
12383,portuguese,agents_emails,"agent_app email invoice_details_different","Os detalhes da fatura são diferentes?","2025-01-20 12:14:49","2025-01-20 12:14:49",NULL
12384,portuguese,agents_emails,"agent_app email item_breakdown","Desagregação de itens","2025-01-20 12:14:49","2025-01-20 12:14:49",NULL
12385,portuguese,agents_emails,"agent_app email item_name","Nome do item","2025-01-20 12:14:49","2025-01-20 12:14:49",NULL
12386,portuguese,agents_emails,"agent_app email kind_regards",Atenciosamente,"2025-01-20 12:14:49","2025-01-20 12:14:49",NULL
12387,portuguese,agents_emails,"agent_app email ltg_reg_details","Detalhes do registro Ltd","2025-01-20 12:14:49","2025-01-20 12:14:49",NULL
12388,portuguese,agents_emails,"agent_app email market_segment","Segmento de mercado","2025-01-20 12:14:50","2025-01-20 12:14:50",NULL
12389,portuguese,agents_emails,"agent_app email market_sub_segment","Subsegmento de mercado","2025-01-20 12:14:50","2025-01-20 12:14:50",NULL
12390,portuguese,agents_emails,"agent_app email message",Mensagem,"2025-01-20 12:14:50","2025-01-20 12:14:50",NULL
12391,portuguese,agents_emails,"agent_app email name",Nome,"2025-01-20 12:14:50","2025-01-20 12:14:50",NULL
12392,portuguese,agents_emails,"agent_app email new_application","Um novo formulário de inscrição foi enviado. O formulário de inscrição está anexado a este e-mail como um arquivo PDF.","2025-01-20 12:14:50","2025-01-20 12:14:50",NULL
12393,portuguese,agents_emails,"agent_app email new_brochure_order","Solicitação de folheto","2025-01-20 12:14:50","2025-01-20 12:14:50",NULL
12394,portuguese,agents_emails,"agent_app email new_enquiry","Nova consulta","2025-01-20 12:14:50","2025-01-20 12:14:50",NULL
12395,portuguese,agents_emails,"agent_app email newsletter_confirm","Você quer receber nossas newsletters","2025-01-20 12:14:50","2025-01-20 12:14:50",NULL
12396,portuguese,agents_emails,"agent_app email newsletter_confirm_line_1","Linha 1 do boletim informativo","2025-01-20 12:14:50","2025-01-20 12:14:50",NULL
12397,portuguese,agents_emails,"agent_app email newsletter_confirm_line_2","Linha 2 do boletim informativo","2025-01-20 12:14:50","2025-01-20 12:14:50",NULL
12398,portuguese,agents_emails,"agent_app email notes",Notas,"2025-01-20 12:14:50","2025-01-20 12:14:50",NULL
12399,portuguese,agents_emails,"agent_app email order_details","Detalhes do pedido","2025-01-20 12:14:50","2025-01-20 12:14:50",NULL
12400,portuguese,agents_emails,"agent_app email order_info","Informações do pedido","2025-01-20 12:14:50","2025-01-20 12:14:50",NULL
12401,portuguese,agents_emails,"agent_app email order_number","Ordem #%s (%s)","2025-01-20 12:14:50","2025-01-20 12:14:50",NULL
12402,portuguese,agents_emails,"agent_app email partnership",Parceria,"2025-01-20 12:14:50","2025-01-20 12:14:50",NULL
12403,portuguese,agents_emails,"agent_app email payment",Pagamento,"2025-01-20 12:14:50","2025-01-20 12:14:50",NULL
12404,portuguese,agents_emails,"agent_app email position",Posição,"2025-01-20 12:14:50","2025-01-20 12:14:50",NULL
12405,portuguese,agents_emails,"agent_app email postcode","Código postal","2025-01-20 12:14:50","2025-01-20 12:14:50",NULL
12406,portuguese,agents_emails,"agent_app email preferred_delivery","Despacho preferencial","2025-01-20 12:14:51","2025-01-20 12:14:51",NULL
12407,portuguese,agents_emails,"agent_app email price",Preço,"2025-01-20 12:14:51","2025-01-20 12:14:51",NULL
12408,portuguese,agents_emails,"agent_app email proprietors_details","Detalhes do Proprietário","2025-01-20 12:14:51","2025-01-20 12:14:51",NULL
12409,portuguese,agents_emails,"agent_app email qty",Qtd.,"2025-01-20 12:14:51","2025-01-20 12:14:51",NULL
12410,portuguese,agents_emails,"agent_app email signature",Assinatura,"2025-01-20 12:14:51","2025-01-20 12:14:51",NULL
12411,portuguese,agents_emails,"agent_app email store_details","Detalhes da loja","2025-01-20 12:14:51","2025-01-20 12:14:51",NULL
12412,portuguese,agents_emails,"agent_app email store_eori_number","Número EORI","2025-01-20 12:14:51","2025-01-20 12:14:51",NULL
12413,portuguese,agents_emails,"agent_app email store_fax",Fax,"2025-01-20 12:14:51","2025-01-20 12:14:51",NULL
12414,portuguese,agents_emails,"agent_app email store_mobile",Móvel,"2025-01-20 12:14:51","2025-01-20 12:14:51",NULL
12415,portuguese,agents_emails,"agent_app email store_name","Nome da loja","2025-01-20 12:14:51","2025-01-20 12:14:51",NULL
12416,portuguese,agents_emails,"agent_app email store_old_customer_account_number","Número de conta antigo","2025-01-20 12:14:51","2025-01-20 12:14:51",NULL
12417,portuguese,agents_emails,"agent_app email store_phone",Telefone,"2025-01-20 12:14:51","2025-01-20 12:14:51",NULL
12418,portuguese,agents_emails,"agent_app email subject email_new_agent_order_agent","Confirmação de novo pedido","2025-01-20 12:14:51","2025-01-20 12:14:51",NULL
12419,portuguese,agents_emails,"agent_app email subject email_new_agent_order_buddy","Novo pedido de agente recebido","2025-01-20 12:14:51","2025-01-20 12:14:51",NULL
12420,portuguese,agents_emails,"agent_app email subject email_new_agent_order_customer","Confirmação do pedido","2025-01-20 12:14:51","2025-01-20 12:14:51",NULL
12421,portuguese,agents_emails,"agent_app email subject new_application","Novo Formulário de Inscrição","2025-01-20 12:14:51","2025-01-20 12:14:51",NULL
12422,portuguese,agents_emails,"agent_app email subject new_sales_agent_application_admin","Novo aplicativo de agente de vendas","2025-01-20 12:14:51","2025-01-20 12:14:51",NULL
12423,portuguese,agents_emails,"agent_app email subject new_sales_agent_application_customer","Obrigado pela sua inscrição como agente de vendas","2025-01-20 12:14:51","2025-01-20 12:14:51",NULL
12424,portuguese,agents_emails,"agent_app email subject sales_agent_termination_admin","Solicitação de rescisão de contrato de agente de vendas","2025-01-20 12:14:52","2025-01-20 12:14:52",NULL
12425,portuguese,agents_emails,"agent_app email subject sales_agent_termination_customer","O seu pedido de rescisão de agente de vendas foi recebido","2025-01-20 12:14:52","2025-01-20 12:14:52",NULL
12426,portuguese,agents_emails,"agent_app email tax_number","Número de IVA","2025-01-20 12:14:52","2025-01-20 12:14:52",NULL
12427,portuguese,agents_emails,"agent_app email telephone",Telefone,"2025-01-20 12:14:52","2025-01-20 12:14:52",NULL
12428,portuguese,agents_emails,"agent_app email temp_account","Conta Temporária","2025-01-20 12:14:52","2025-01-20 12:14:52",NULL
12429,portuguese,agents_emails,"agent_app email terms","Aceito os Termos e Condições de Venda estabelecidos pela History & Heraldry e autorizo-os a aceitar referências de crédito","2025-01-20 12:14:52","2025-01-20 12:14:52",NULL
12430,portuguese,agents_emails,"agent_app email terms_and_conditions","Por favor, revise os Termos e Condições de Venda aqui: https://www.historyheraldry.com/terms-conditions-of-sale/","2025-01-20 12:14:52","2025-01-20 12:14:52",NULL
12431,portuguese,agents_emails,"agent_app email terms_jhi","Aceito os Termos e Condições de Venda definidos pela John Hinde Ireland e autorizo-os a aceitar referências de crédito","2025-01-20 12:14:52","2025-01-20 12:14:52",NULL
12432,portuguese,agents_emails,"agent_app email thank_you","Obrigado por enviar sua solicitação de conta de crédito comercial. Verifique os detalhes abaixo e entre em contato conosco se algo estiver incorreto.","2025-01-20 12:14:52","2025-01-20 12:14:52",NULL
12433,portuguese,agents_emails,"agent_app email to_be_confirmed","A ser confirmado","2025-01-20 12:14:52","2025-01-20 12:14:52",NULL
12434,portuguese,agents_emails,"agent_app email total",Total,"2025-01-20 12:14:52","2025-01-20 12:14:52",NULL
12435,portuguese,agents_emails,"agent_app email total_price","Preço total","2025-01-20 12:14:52","2025-01-20 12:14:52",NULL
12436,portuguese,agents_emails,"agent_app email total_quantity","Quantidade total","2025-01-20 12:14:52","2025-01-20 12:14:52",NULL
12437,portuguese,agents_emails,"agent_app email trading_at_address","Negociação no Endereço","2025-01-20 12:14:52","2025-01-20 12:14:52",NULL
12438,portuguese,agents_emails,"agent_app email trading_style","Estilo de negociação","2025-01-20 12:14:52","2025-01-20 12:14:52",NULL
12439,portuguese,core,"core admin button activate",Ativar,"2025-01-20 12:15:03","2025-01-20 12:15:03",NULL
12440,portuguese,core,"core admin button emails_list","E-mails do sistema","2025-01-20 12:15:04","2025-01-20 12:15:04",NULL
12441,portuguese,core,"core admin button marketing_materials","Gerente de Materiais de Marketing","2025-01-20 12:15:04","2025-01-20 12:15:04",NULL
12442,portuguese,core,"core admin button marketing_materials_add","Adicionar material de marketing","2025-01-20 12:15:04","2025-01-20 12:15:04",NULL
12443,portuguese,core,"core admin col attachments","O e-mail tem anexo(s)","2025-01-20 12:15:04","2025-01-20 12:15:04",NULL
12444,portuguese,core,"core admin col bcc","E-mail BCC/s","2025-01-20 12:15:04","2025-01-20 12:15:04",NULL
12445,portuguese,core,"core admin col browsing_style","Estilo de navegação","2025-01-20 12:15:04","2025-01-20 12:15:04",NULL
12446,portuguese,core,"core admin col buddy_email_not_applicable","O e-mail do amigo não é aplicável","2025-01-20 12:15:04","2025-01-20 12:15:04",NULL
12447,portuguese,core,"core admin col cc","E-mail CC/s","2025-01-20 12:15:04","2025-01-20 12:15:04",NULL
12448,portuguese,core,"core admin col contact_us_url","URL de contato","2025-01-20 12:15:04","2025-01-20 12:15:04",NULL
12449,portuguese,core,"core admin col content_type","Tipo de conteúdo","2025-01-20 12:15:04","2025-01-20 12:15:04",NULL
12450,portuguese,core,"core admin col cookie_policy_url","URL da Política de Cookies","2025-01-20 12:15:05","2025-01-20 12:15:05",NULL
12451,portuguese,core,"core admin col corporate_site_url","URL do site corporativo","2025-01-20 12:15:05","2025-01-20 12:15:05",NULL
12452,portuguese,core,"core admin col delivery_policy_url","URL da Política de Entrega","2025-01-20 12:15:05","2025-01-20 12:15:05",NULL
12453,portuguese,core,"core admin col featured_image","Imagem em destaque","2025-01-20 12:15:05","2025-01-20 12:15:05",NULL
12454,portuguese,core,"core admin col from_email","Do endereço de e-mail","2025-01-20 12:15:05","2025-01-20 12:15:05",NULL
12455,portuguese,core,"core admin col from_name","Do nome","2025-01-20 12:15:05","2025-01-20 12:15:05",NULL
12456,portuguese,core,"core admin col help_center_url","URL da Central de Ajuda","2025-01-20 12:15:05","2025-01-20 12:15:05",NULL
12457,portuguese,core,"core admin col hide_prices","Ocultar preços","2025-01-20 12:15:05","2025-01-20 12:15:05",NULL
12458,portuguese,core,"core admin col logo",Logotipo,"2025-01-20 12:15:05","2025-01-20 12:15:05",NULL
12459,portuguese,core,"core admin col materials","Material(ais) de marketing","2025-01-20 12:15:05","2025-01-20 12:15:05",NULL
12460,portuguese,core,"core admin col privacy_policy_url","URL da Política de Privacidade","2025-01-20 12:15:05","2025-01-20 12:15:05",NULL
12461,portuguese,core,"core admin col reply_to_email","Responder ao endereço de e-mail","2025-01-20 12:15:05","2025-01-20 12:15:05",NULL
12462,portuguese,core,"core admin col reply_to_name","Responder ao nome","2025-01-20 12:15:05","2025-01-20 12:15:05",NULL
12463,portuguese,core,"core admin col returns_policy_url","URL da Política de Devolução","2025-01-20 12:15:05","2025-01-20 12:15:05",NULL
12464,portuguese,core,"core admin col status",Status,"2025-01-20 12:15:05","2025-01-20 12:15:05",NULL
12465,portuguese,core,"core admin col subject","Assunto do e-mail","2025-01-20 12:15:05","2025-01-20 12:15:05",NULL
12466,portuguese,core,"core admin col terms_and_conditions_url","Termos e Condições URL","2025-01-20 12:15:05","2025-01-20 12:15:05",NULL
12467,portuguese,core,"core admin col title_reference","Referência do título","2025-01-20 12:15:05","2025-01-20 12:15:05",NULL
12468,portuguese,core,"core admin col to","E-mail para/s","2025-01-20 12:15:06","2025-01-20 12:15:06",NULL
12469,portuguese,core,"core admin col warranty_policy_url","URL da Política de Garantia","2025-01-20 12:15:06","2025-01-20 12:15:06",NULL
12470,portuguese,core,"core admin input attachments","O e-mail tem anexo(s)","2025-01-20 12:15:06","2025-01-20 12:15:06",NULL
12471,portuguese,core,"core admin input bcc","E-mail BCC/s","2025-01-20 12:15:06","2025-01-20 12:15:06",NULL
12472,portuguese,core,"core admin input browsing_style","Estilo de navegação","2025-01-20 12:15:06","2025-01-20 12:15:06",NULL
12473,portuguese,core,"core admin input buddy_email_not_applicable","O e-mail do amigo não é aplicável","2025-01-20 12:15:06","2025-01-20 12:15:06",NULL
12474,portuguese,core,"core admin input cc","E-mail CC/s","2025-01-20 12:15:06","2025-01-20 12:15:06",NULL
12475,portuguese,core,"core admin input contact_us_url","URL de contato","2025-01-20 12:15:06","2025-01-20 12:15:06",NULL
12476,portuguese,core,"core admin input cookie_policy_url","URL da Política de Cookies","2025-01-20 12:15:06","2025-01-20 12:15:06",NULL
12477,portuguese,core,"core admin input corporate_site_url","URL do site corporativo","2025-01-20 12:15:06","2025-01-20 12:15:06",NULL
12478,portuguese,core,"core admin input delivery_policy_url","URL da Política de Entrega","2025-01-20 12:15:06","2025-01-20 12:15:06",NULL
12479,portuguese,core,"core admin input export_to","Pode exportar dados para %s","2025-01-20 12:15:06","2025-01-20 12:15:06",NULL
12480,portuguese,core,"core admin input featured_image","Imagem em destaque","2025-01-20 12:15:06","2025-01-20 12:15:06",NULL
12481,portuguese,core,"core admin input from_email","Do endereço de e-mail","2025-01-20 12:15:06","2025-01-20 12:15:06",NULL
12482,portuguese,core,"core admin input from_name","Do nome","2025-01-20 12:15:07","2025-01-20 12:15:07",NULL
12483,portuguese,core,"core admin input help_center_url","URL da Central de Ajuda","2025-01-20 12:15:07","2025-01-20 12:15:07",NULL
12484,portuguese,core,"core admin input hide_prices","Ocultar preços","2025-01-20 12:15:07","2025-01-20 12:15:07",NULL
12485,portuguese,core,"core admin input image_gallery","Galeria de Imagens","2025-01-20 12:15:07","2025-01-20 12:15:07",NULL
12486,portuguese,core,"core admin input import_from","Pode importar dados de %s","2025-01-20 12:15:07","2025-01-20 12:15:07",NULL
12487,portuguese,core,"core admin input logo",Logotipo,"2025-01-20 12:15:07","2025-01-20 12:15:07",NULL
12488,portuguese,core,"core admin input materials","Material(ais) de marketing - Um por linha","2025-01-20 12:15:07","2025-01-20 12:15:07",NULL
12489,portuguese,core,"core admin input privacy_policy_url","URL da Política de Privacidade","2025-01-20 12:15:07","2025-01-20 12:15:07",NULL
12490,portuguese,core,"core admin input reply_to_email","Responder ao endereço de e-mail","2025-01-20 12:15:07","2025-01-20 12:15:07",NULL
12491,portuguese,core,"core admin input reply_to_name","Responder ao nome","2025-01-20 12:15:07","2025-01-20 12:15:07",NULL
12492,portuguese,core,"core admin input returns_policy_url","URL da Política de Devolução","2025-01-20 12:15:07","2025-01-20 12:15:07",NULL
12493,portuguese,core,"core admin input status",Status,"2025-01-20 12:15:07","2025-01-20 12:15:07",NULL
12494,portuguese,core,"core admin input subject","Assunto do e-mail","2025-01-20 12:15:07","2025-01-20 12:15:07",NULL
12495,portuguese,core,"core admin input terms_and_conditions_url","Termos e Condições URL","2025-01-20 12:15:07","2025-01-20 12:15:07",NULL
12496,portuguese,core,"core admin input title_reference","Referência do título","2025-01-20 12:15:07","2025-01-20 12:15:07",NULL
12497,portuguese,core,"core admin input warranty_policy_url","URL da Política de Garantia","2025-01-20 12:15:07","2025-01-20 12:15:07",NULL
12498,portuguese,core,"core admin msg activate_confirm","Tem certeza de que deseja ativar <strong>%s</strong>?","2025-01-20 12:15:07","2025-01-20 12:15:07",NULL
12499,portuguese,core,"core admin title agent_app_capabilities","Capacidades do aplicativo do agente","2025-01-20 12:15:08","2025-01-20 12:15:08",NULL
12500,portuguese,core,"core admin title app_order_configs","Configurações de cálculo de pedidos","2025-01-20 12:15:08","2025-01-20 12:15:08",NULL
12501,portuguese,core,"core admin title axapta_capabilities","Capacidades de sincronização do Axapta HOROS","2025-01-20 12:15:08","2025-01-20 12:15:08",NULL
12502,portuguese,core,"core admin title email_edit","Editar configuração %s","2025-01-20 12:15:08","2025-01-20 12:15:08",NULL
12503,portuguese,core,"core admin title exhibition_app_capabilities","Capacidades do aplicativo de exposição","2025-01-20 12:15:08","2025-01-20 12:15:08",NULL
12504,portuguese,core,"core admin title external_links","Links de URL externos","2025-01-20 12:15:08","2025-01-20 12:15:08",NULL
12505,portuguese,core,"core admin title general_app_capabilities","Capacidades gerais do aplicativo","2025-01-20 12:15:08","2025-01-20 12:15:08",NULL
12506,portuguese,core,"core admin title legacy_app_capabilities","Capacidades de aplicativos legados","2025-01-20 12:15:08","2025-01-20 12:15:08",NULL
12507,portuguese,core,"core admin title marketing_material_add","Adicionar material de marketing","2025-01-20 12:15:08","2025-01-20 12:15:08",NULL
12508,portuguese,core,"core admin title marketing_material_edit","Editar material de marketing","2025-01-20 12:15:08","2025-01-20 12:15:08",NULL
12509,portuguese,core,"core admin title marketing_materials","Gerente de Materiais de Marketing","2025-01-20 12:15:08","2025-01-20 12:15:08",NULL
12510,portuguese,core,"core admin title marketing_materials_list","Gerente de Materiais de Marketing","2025-01-20 12:15:08","2025-01-20 12:15:08",NULL
12511,portuguese,core,"core admin title mock_attachment","Anexo(s) simulado(s)","2025-01-20 12:15:09","2025-01-20 12:15:09",NULL
12512,portuguese,core,"core admin title mock_email","E-mail falso","2025-01-20 12:15:09","2025-01-20 12:15:09",NULL
12513,portuguese,core,"core admin title retailer_app_capabilities","Capacidades do aplicativo do varejista","2025-01-20 12:15:09","2025-01-20 12:15:09",NULL
12514,portuguese,core,"core admin tooltip marketing_materials_add","Adicionar um novo ativo de material de marketing de produto","2025-01-20 12:15:09","2025-01-20 12:15:09",NULL
12515,portuguese,core,"core button add_to_gallery","Adicionar à galeria","2025-01-20 12:15:09","2025-01-20 12:15:09",NULL
12516,portuguese,core,"core text frictionfull",Friccional,"2025-01-20 12:15:09","2025-01-20 12:15:09",NULL
12517,portuguese,core,"core text frictionless","Sem atrito","2025-01-20 12:15:09","2025-01-20 12:15:09",NULL
12518,portuguese,core,"emails admin title emails_list","E-mails do sistema","2025-01-20 12:15:09","2025-01-20 12:15:09",NULL
12519,dutch,core,"core admin button activate",Activeren,"2025-01-20 12:15:14","2025-01-20 12:15:14",NULL
12520,dutch,core,"core admin button emails_list",Systeem-e-mails,"2025-01-20 12:15:14","2025-01-20 12:15:14",NULL
12521,dutch,core,"core admin button marketing_materials",Marketingmateriaalmanager,"2025-01-20 12:15:14","2025-01-20 12:15:14",NULL
12522,dutch,core,"core admin button marketing_materials_add","Marketingmateriaal toevoegen","2025-01-20 12:15:14","2025-01-20 12:15:14",NULL
12523,dutch,core,"core admin col attachments","E-mail heeft bijlage(n)","2025-01-20 12:15:14","2025-01-20 12:15:14",NULL
12524,dutch,core,"core admin col bcc","E-mail BCC/s","2025-01-20 12:15:15","2025-01-20 12:15:15",NULL
12525,dutch,core,"core admin col browsing_style",Browsestijl,"2025-01-20 12:15:15","2025-01-20 12:15:15",NULL
12526,dutch,core,"core admin col buddy_email_not_applicable","Buddy-e-mail is niet van toepassing","2025-01-20 12:15:15","2025-01-20 12:15:15",NULL
12527,dutch,core,"core admin col cc","E-mail CC/s","2025-01-20 12:15:15","2025-01-20 12:15:15",NULL
12528,dutch,core,"core admin col contact_us_url","Neem contact met ons op URL","2025-01-20 12:15:15","2025-01-20 12:15:15",NULL
12529,dutch,core,"core admin col content_type",Inhoudstype,"2025-01-20 12:15:15","2025-01-20 12:15:15",NULL
12530,dutch,core,"core admin col cookie_policy_url","Cookiebeleid URL","2025-01-20 12:15:15","2025-01-20 12:15:15",NULL
12531,dutch,core,"core admin col corporate_site_url","URL van bedrijfssite","2025-01-20 12:15:15","2025-01-20 12:15:15",NULL
12532,dutch,core,"core admin col delivery_policy_url","URL voor leveringsbeleid","2025-01-20 12:15:15","2025-01-20 12:15:15",NULL
12533,dutch,core,"core admin col featured_image","Uitgelichte afbeelding","2025-01-20 12:15:15","2025-01-20 12:15:15",NULL
12534,dutch,core,"core admin col from_email","Van e-mailadres","2025-01-20 12:15:15","2025-01-20 12:15:15",NULL
12535,dutch,core,"core admin col from_name","Van naam","2025-01-20 12:15:15","2025-01-20 12:15:15",NULL
12536,dutch,core,"core admin col help_center_url",Helpcentrum-URL,"2025-01-20 12:15:16","2025-01-20 12:15:16",NULL
12537,dutch,core,"core admin col hide_prices","Prijzen verbergen","2025-01-20 12:15:16","2025-01-20 12:15:16",NULL
12538,dutch,core,"core admin col logo",Logo,"2025-01-20 12:15:16","2025-01-20 12:15:16",NULL
12539,dutch,core,"core admin col materials",Marketingmateriaal(en),"2025-01-20 12:15:16","2025-01-20 12:15:16",NULL
12540,dutch,core,"core admin col privacy_policy_url","Privacybeleid URL","2025-01-20 12:15:16","2025-01-20 12:15:16",NULL
12541,dutch,core,"core admin col reply_to_email","Antwoord op e-mailadres","2025-01-20 12:15:16","2025-01-20 12:15:16",NULL
12542,dutch,core,"core admin col reply_to_name","Reageer op naam","2025-01-20 12:15:16","2025-01-20 12:15:16",NULL
12543,dutch,core,"core admin col returns_policy_url","Retourbeleid URL","2025-01-20 12:15:16","2025-01-20 12:15:16",NULL
12544,dutch,core,"core admin col status",Staat,"2025-01-20 12:15:16","2025-01-20 12:15:16",NULL
12545,dutch,core,"core admin col subject",E-mailonderwerp,"2025-01-20 12:15:16","2025-01-20 12:15:16",NULL
12546,dutch,core,"core admin col terms_and_conditions_url","Algemene voorwaarden URL","2025-01-20 12:15:16","2025-01-20 12:15:16",NULL
12547,dutch,core,"core admin col title_reference","Titel referentie","2025-01-20 12:15:16","2025-01-20 12:15:16",NULL
12548,dutch,core,"core admin col to","E-mail naar/s","2025-01-20 12:15:16","2025-01-20 12:15:16",NULL
